transaction_id,line_no,sku,quantity,regular_price,sale_price,unit_cost,promotion
T0003660,1,ACC-002,1,3.00,2.40,0.6000,
T0003661,1,VAP-005,1,28.00,28.00,9.0000,
T0003662,1,PRE-001,1,10.00,10.00,3.2000,
T0003662,2,PRE-002,2,10.00,10.00,3.4000,
T0003663,1,ACC-004,1,2.00,2.00,0.4000,
T0003664,1,EDI-004,1,25.00,25.00,7.5000,
T0003664,2,EDI-002,1,22.00,22.00,7.0000,
T0003665,1,VAP-005,1,28.00,28.00,9.0000,
T0003665,2,VAP-002,1,40.00,36.00,14.0000,
T0003665,3,VAP-003,1,32.00,32.00,12.0000,
T0003666,1,VAP-001,1,55.00,55.00,22.0000,
T0003667,1,EDI-005,2,14.00,14.00,4.0000,
T0003667,2,FLO-001,2,35.00,35.00,14.0000,
T0003667,3,PRE-002,1,10.00,8.00,3.4000,
T0003668,1,TOP-001,1,35.00,35.00,12.0000,
T0003668,2,VAP-006,1,15.00,15.00,4.0000,
T0003668,3,FLO-002,1,40.00,40.00,16.0000,
T0003668,4,FLO-004,1,38.00,34.20,15.0000,
T0003669,1,ACC-004,1,2.00,2.00,0.4000,
T0003669,2,FLO-005,2,38.00,38.00,15.5000,
T0003669,3,EDI-001,1,20.00,20.00,6.0000,
T0003669,4,PRE-002,1,10.00,10.00,3.4000,
T0003670,1,TOP-001,1,35.00,35.00,12.0000,
T0003671,1,FLO-001,1,35.00,31.50,14.0000,
T0003671,2,ACC-004,1,2.00,2.00,0.4000,
T0003671,3,VAP-003,3,32.00,32.00,12.0000,
T0003672,1,FLO-002,1,40.00,40.00,16.0000,
T0003672,2,ACC-004,1,2.00,2.00,0.4000,
T0003673,1,EDI-001,1,20.00,20.00,6.0000,
T0003674,1,PRE-002,2,10.00,10.00,3.4000,
T0003675,1,ACC-002,2,3.00,3.00,0.6000,
T0003675,2,TIN-001,3,50.00,50.00,18.0000,
T0003675,3,ACC-004,1,2.00,2.00,0.4000,
T0003676,1,EDI-001,1,20.00,20.00,6.0000,
T0003676,2,VAP-003,1,32.00,32.00,12.0000,
T0003677,1,PRE-001,1,10.00,10.00,3.2000,
T0003678,1,VAP-004,1,60.00,54.00,24.0000,
T0003679,1,ACC-002,1,3.00,2.70,0.6000,
T0003680,1,PRE-005,2,6.00,6.00,1.8000,
T0003681,1,ACC-004,1,2.00,2.00,0.4000,
T0003681,2,VAP-004,1,60.00,60.00,24.0000,
T0003682,1,VAP-001,1,55.00,55.00,22.0000,
T0003683,1,EDI-004,1,25.00,25.00,7.5000,
T0003684,1,FLO-004,1,38.00,38.00,15.0000,
T0003684,2,ACC-005,1,12.00,12.00,2.5000,
T0003684,3,PRE-001,3,10.00,9.00,3.2000,
T0003684,4,EDI-003,2,20.00,20.00,6.5000,
T0003685,1,CON-003,1,30.00,30.00,12.0000,
T0003685,2,FLO-001,1,35.00,35.00,14.0000,
T0003685,3,VAP-001,2,55.00,55.00,22.0000,
T0003685,4,ACC-002,1,3.00,3.00,0.6000,
T0003686,1,EDI-002,1,22.00,22.00,7.0000,
T0003687,1,EDI-001,1,20.00,20.00,6.0000,
T0003688,1,PRE-003,3,18.00,18.00,6.0000,
T0003689,1,FLO-002,1,40.00,40.00,16.0000,
T0003689,2,ACC-003,1,22.00,22.00,6.0000,
T0003689,3,EDI-006,3,8.00,8.00,3.0000,
T0003689,4,FLO-003,1,70.00,70.00,28.0000,
T0003689,5,FLO-001,1,35.00,35.00,14.0000,
T0003690,1,PRE-004,2,35.00,35.00,12.0000,
T0003691,1,FLO-008,1,32.00,32.00,13.5000,
T0003691,2,ACC-004,1,2.00,2.00,0.4000,
T0003692,1,EDI-007,1,18.00,18.00,6.0000,
T0003692,2,PRE-005,3,6.00,5.40,1.8000,
T0003692,3,ACC-004,1,2.00,2.00,0.4000,
T0003693,1,PRE-002,1,10.00,10.00,3.4000,
T0003694,1,FLO-008,1,32.00,32.00,13.5000,
T0003695,1,VAP-002,1,40.00,40.00,14.0000,
T0003695,2,EDI-005,1,14.00,14.00,4.0000,
T0003696,1,EDI-002,1,22.00,22.00,7.0000,
T0003697,1,VAP-001,2,55.00,55.00,22.0000,
T0003697,2,EDI-005,1,14.00,14.00,4.0000,
T0003698,1,EDI-004,1,25.00,25.00,7.5000,
T0003698,2,PRE-005,1,6.00,6.00,1.8000,
T0003699,1,VAP-004,1,60.00,60.00,24.0000,
T0003699,2,VAP-002,1,40.00,40.00,14.0000,
T0003699,3,PRE-005,1,6.00,6.00,1.8000,
T0003700,1,PRE-005,2,6.00,6.00,1.8000,
T0003700,2,EDI-007,2,18.00,18.00,6.0000,
T0003701,1,EDI-002,1,22.00,22.00,7.0000,
T0003701,2,PRE-001,1,10.00,10.00,3.2000,
T0003702,1,TOP-001,1,35.00,35.00,12.0000,
T0003703,1,EDI-006,1,8.00,7.20,3.0000,
T0003704,1,PRE-005,1,6.00,6.00,1.8000,
T0003704,3,TOP-002,1,24.00,24.00,9.0000,
T0003704,4,VAP-003,3,32.00,32.00,12.0000,
T0003705,1,FLO-005,1,38.00,38.00,15.5000,
T0003705,2,ACC-004,3,2.00,2.00,0.4000,
T0003705,3,PRE-005,1,6.00,6.00,1.8000,
T0003706,1,ACC-003,1,22.00,22.00,6.0000,
T0003707,1,VAP-003,1,32.00,32.00,12.0000,
T0003707,2,EDI-003,1,20.00,20.00,6.5000,
T0003708,1,FLO-007,1,32.00,32.00,13.0000,
T0003708,2,PRE-005,1,6.00,5.40,1.8000,
T0003708,3,EDI-001,1,20.00,20.00,6.0000,
T0003709,1,PRE-001,2,10.00,10.00,3.2000,
T0003709,2,EDI-001,1,20.00,20.00,6.0000,
T0003709,3,EDI-002,1,22.00,22.00,7.0000,
T0003710,1,FLO-008,2,32.00,32.00,13.5000,
T0003711,1,VAP-006,1,15.00,13.50,4.0000,
T0003712,1,PRE-005,3,6.00,6.00,1.8000,
T0003712,2,EDI-004,1,25.00,25.00,7.5000,
T0003713,1,ACC-002,1,3.00,3.00,0.6000,
T0003713,2,EDI-001,2,20.00,20.00,6.0000,
T0003713,3,ACC-005,2,12.00,12.00,2.5000,
T0003714,1,FLO-005,2,38.00,34.20,15.5000,
T0003714,2,VAP-001,1,55.00,55.00,22.0000,
T0003715,1,FLO-007,1,32.00,32.00,13.0000,
T0003716,1,FLO-007,2,32.00,32.00,13.0000,
T0003716,2,FLO-008,1,32.00,32.00,13.5000,
T0003717,1,PRE-005,1,6.00,6.00,1.8000,
T0003718,1,PRE-001,2,10.00,10.00,3.2000,
T0003718,2,FLO-001,1,35.00,35.00,14.0000,
T0003718,3,PRE-002,1,10.00,10.00,3.4000,
T0003718,4,VAP-003,1,32.00,32.00,12.0000,
T0003719,1,ACC-004,1,2.00,2.00,0.4000,
T0003719,2,CON-004,1,55.00,55.00,22.0000,
T0003720,1,VAP-006,1,15.00,15.00,4.0000,
T0003721,1,FLO-001,1,35.00,28.00,14.0000,
T0003722,1,VAP-002,2,40.00,40.00,14.0000,
T0003722,2,FLO-004,2,38.00,38.00,15.0000,
T0003722,3,PRE-005,1,6.00,6.00,1.8000,
T0003723,1,PRE-002,3,10.00,10.00,3.4000,
T0003723,2,VAP-001,1,55.00,55.00,22.0000,
T0003723,3,EDI-003,2,20.00,20.00,6.5000,
T0003724,1,FLO-004,1,38.00,38.00,15.0000,
T0003725,1,FLO-002,1,40.00,40.00,16.0000,
T0003726,1,PRE-002,1,10.00,10.00,3.4000,
T0003726,2,FLO-008,1,32.00,32.00,13.5000,
T0003727,1,PRE-002,1,10.00,10.00,3.4000,
T0003728,1,PRE-002,1,10.00,10.00,3.4000,
T0003728,2,VAP-005,1,28.00,22.40,9.0000,
T0003728,3,FLO-005,2,38.00,38.00,15.5000,
T0003729,1,ACC-004,1,2.00,2.00,0.4000,
T0003729,2,PRE-001,2,10.00,10.00,3.2000,
T0003729,3,VAP-005,1,28.00,28.00,9.0000,
T0003730,1,VAP-004,1,60.00,60.00,24.0000,
T0003730,2,CON-001,2,75.00,75.00,32.0000,
T0003731,1,VAP-004,1,60.00,60.00,24.0000,
T0003731,2,FLO-005,1,38.00,38.00,15.5000,
T0003732,1,FLO-002,1,40.00,40.00,16.0000,
T0003732,2,ACC-004,1,2.00,1.80,0.4000,
T0003733,1,FLO-008,1,32.00,32.00,13.5000,
T0003734,1,EDI-003,3,20.00,16.00,6.5000,
T0003734,2,VAP-001,1,55.00,44.00,22.0000,
T0003734,3,VAP-003,1,32.00,25.60,12.0000,
T0003735,1,FLO-008,1,32.00,32.00,13.5000,
T0003735,2,VAP-005,2,28.00,28.00,9.0000,
T0003736,1,EDI-002,1,22.00,22.00,7.0000,
T0003736,2,PRE-002,2,10.00,10.00,3.4000,
T0003736,3,FLO-001,1,35.00,35.00,14.0000,
T0003737,1,PRE-005,1,6.00,6.00,1.8000,
T0003737,2,FLO-002,1,40.00,40.00,16.0000,
T0003737,3,PRE-004,1,35.00,35.00,12.0000,
T0003738,1,FLO-009,1,210.00,210.00,95.0000,
T0003739,1,VAP-002,1,40.00,32.00,14.0000,
T0003739,2,FLO-009,1,210.00,210.00,95.0000,
T0003740,1,PRE-001,1,10.00,10.00,3.2000,
T0003740,2,FLO-008,1,32.00,32.00,13.5000,
T0003740,3,EDI-002,2,22.00,22.00,7.0000,
T0003741,1,PRE-002,1,10.00,10.00,3.4000,
T0003742,1,FLO-005,1,38.00,38.00,15.5000,
T0003743,1,FLO-007,1,32.00,32.00,13.0000,
T0003743,2,PRE-002,2,10.00,10.00,3.4000,
T0003744,1,FLO-007,1,32.00,32.00,13.0000,
T0003744,2,TIN-001,2,50.00,50.00,18.0000,
T0003745,1,VAP-005,1,28.00,28.00,9.0000,
T0003745,2,CON-001,1,75.00,75.00,32.0000,
T0003745,3,EDI-002,1,22.00,22.00,7.0000,
T0003746,1,VAP-002,1,40.00,40.00,14.0000,
T0003746,2,VAP-003,2,32.00,32.00,12.0000,
T0003746,3,FLO-008,2,32.00,32.00,13.5000,
T0003747,1,PRE-001,1,10.00,10.00,3.2000,
T0003747,2,EDI-001,1,20.00,20.00,6.0000,
T0003748,1,FLO-008,1,32.00,32.00,13.5000,
T0003749,1,EDI-005,2,14.00,14.00,4.0000,
T0003750,1,VAP-001,1,55.00,55.00,22.0000,
T0003751,1,CON-003,1,30.00,24.00,12.0000,
T0003752,1,FLO-001,1,35.00,35.00,14.0000,
T0003753,1,EDI-007,1,18.00,16.20,6.0000,
T0003753,2,VAP-005,1,28.00,28.00,9.0000,
T0003754,1,PRE-001,3,10.00,9.00,3.2000,
T0003755,1,EDI-001,1,20.00,20.00,6.0000,
T0003755,2,FLO-002,1,40.00,40.00,16.0000,
T0003756,1,EDI-003,1,20.00,20.00,6.5000,
T0003756,2,FLO-001,1,35.00,35.00,14.0000,
T0003757,1,PRE-001,1,10.00,10.00,3.2000,
T0003757,2,PRE-002,1,10.00,8.00,3.4000,
T0003757,3,EDI-001,1,20.00,20.00,6.0000,
T0003758,1,VAP-002,1,40.00,40.00,14.0000,
T0003759,1,VAP-005,1,28.00,28.00,9.0000,
T0003760,1,PRE-002,1,10.00,10.00,3.4000,
T0003761,1,FLO-003,1,70.00,70.00,28.0000,
T0003761,2,VAP-001,1,55.00,55.00,22.0000,
T0003762,1,VAP-001,1,55.00,55.00,22.0000,
T0003763,1,PRE-004,1,35.00,35.00,12.0000,
T0003763,2,EDI-004,2,25.00,25.00,7.5000,
T0003763,3,ACC-001,2,20.00,20.00,5.0000,
T0003764,1,FLO-001,1,35.00,35.00,14.0000,
T0003764,2,PRE-005,1,6.00,5.40,1.8000,
T0003765,1,EDI-006,1,8.00,7.20,3.0000,
T0003765,2,CON-001,1,75.00,75.00,32.0000,
T0003766,1,EDI-006,1,8.00,8.00,3.0000,
T0003766,2,PRE-004,1,35.00,35.00,12.0000,
T0003767,1,VAP-001,1,55.00,49.50,22.0000,
T0003767,2,EDI-004,1,25.00,25.00,7.5000,
T0003768,1,ACC-004,1,2.00,1.80,0.4000,
T0003769,1,PRE-002,1,10.00,10.00,3.4000,
T0003769,2,ACC-004,1,2.00,1.60,0.4000,
T0003770,1,EDI-005,1,14.00,14.00,4.0000,
T0003771,1,VAP-001,1,55.00,55.00,22.0000,
T0003771,2,EDI-001,1,20.00,20.00,6.0000,
T0003772,1,EDI-002,2,22.00,22.00,7.0000,
T0003773,1,EDI-001,1,20.00,20.00,6.0000,
T0003773,2,ACC-004,1,2.00,2.00,0.4000,
T0003773,3,VAP-005,1,28.00,28.00,9.0000,
T0003774,1,VAP-004,2,60.00,60.00,24.0000,
T0003775,1,FLO-003,3,70.00,70.00,28.0000,
T0003776,1,FLO-002,1,40.00,32.00,16.0000,
T0003777,1,PRE-001,2,10.00,10.00,3.2000,
T0003778,1,VAP-002,3,40.00,40.00,14.0000,
T0003778,2,FLO-008,1,32.00,32.00,13.5000,
T0003779,1,FLO-007,1,32.00,32.00,13.0000,
T0003779,2,ACC-002,2,3.00,3.00,0.6000,
T0003779,4,VAP-001,1,55.00,55.00,22.0000,
T0003779,5,PRE-001,1,10.00,10.00,3.2000,
T0003780,1,EDI-003,1,20.00,16.00,6.5000,
T0003781,1,FLO-008,1,32.00,32.00,13.5000,
T0003782,1,ACC-002,1,3.00,3.00,0.6000,
T0003783,1,FLO-005,1,38.00,38.00,15.5000,
T0003784,1,FLO-005,3,38.00,38.00,15.5000,
T0003784,2,PRE-001,2,10.00,10.00,3.2000,
T0003785,1,PRE-004,1,35.00,35.00,12.0000,
T0003786,1,PRE-001,1,10.00,10.00,3.2000,
T0003787,1,EDI-007,1,18.00,18.00,6.0000,
T0003788,1,EDI-001,1,20.00,20.00,6.0000,
T0003789,1,FLO-003,1,70.00,70.00,28.0000,
T0003790,1,VAP-005,1,28.00,28.00,9.0000,
T0003791,1,PRE-003,1,18.00,18.00,6.0000,
T0003791,2,TOP-001,1,35.00,35.00,12.0000,
T0003791,3,ACC-002,1,3.00,3.00,0.6000,
T0003791,4,PRE-002,1,10.00,10.00,3.4000,
T0003792,1,ACC-004,1,2.00,2.00,0.4000,
T0003792,2,FLO-010,1,45.00,45.00,18.0000,
T0003792,3,EDI-001,1,20.00,20.00,6.0000,
T0003793,1,FLO-005,1,38.00,34.20,15.5000,
T0003794,1,VAP-001,1,55.00,55.00,22.0000,
T0003794,2,FLO-001,1,35.00,35.00,14.0000,
T0003795,1,ACC-002,1,3.00,3.00,0.6000,
T0003795,2,VAP-001,1,55.00,55.00,22.0000,
T0003796,1,CON-003,3,30.00,30.00,12.0000,
T0003797,1,VAP-002,2,40.00,40.00,14.0000,
T0003798,1,VAP-003,1,32.00,32.00,12.0000,
T0003799,1,PRE-005,1,6.00,6.00,1.8000,
T0003800,1,EDI-002,2,22.00,22.00,7.0000,
T0003801,1,EDI-004,1,25.00,25.00,7.5000,
T0003801,2,PRE-003,1,18.00,18.00,6.0000,
T0003801,3,ACC-004,1,2.00,2.00,0.4000,
T0003801,4,EDI-003,1,20.00,20.00,6.5000,
T0003802,1,EDI-002,1,22.00,22.00,7.0000,
T0003803,1,FLO-007,2,32.00,32.00,13.0000,
T0003804,1,VAP-004,2,60.00,60.00,24.0000,
T0003804,2,VAP-002,1,40.00,40.00,14.0000,
T0003804,3,VAP-003,1,32.00,32.00,12.0000,
T0003805,1,PRE-001,2,10.00,10.00,3.2000,
T0003805,2,ACC-003,1,22.00,22.00,6.0000,
T0003805,3,VAP-002,1,40.00,36.00,14.0000,
T0003805,4,VAP-003,2,32.00,32.00,12.0000,
T0003805,5,VAP-001,2,55.00,55.00,22.0000,
T0003806,1,PRE-005,1,6.00,6.00,1.8000,
T0003806,2,PRE-001,3,10.00,10.00,3.2000,
T0003807,1,PRE-005,1,6.00,6.00,1.8000,
T0003807,2,FLO-002,1,40.00,32.00,16.0000,
T0003807,3,ACC-004,1,2.00,1.60,0.4000,
T0003807,4,FLO-008,1,32.00,25.60,13.5000,
T0003807,5,VAP-006,1,15.00,15.00,4.0000,
T0003808,1,FLO-001,3,35.00,35.00,14.0000,
T0003808,2,FLO-007,3,32.00,32.00,13.0000,
T0003808,3,EDI-001,1,20.00,20.00,6.0000,
T0003808,4,PRE-001,1,10.00,10.00,3.2000,
T0003809,1,FLO-003,1,70.00,70.00,28.0000,
T0003810,1,ACC-001,2,20.00,20.00,5.0000,
T0003810,2,VAP-001,1,55.00,55.00,22.0000,
T0003811,1,EDI-005,1,14.00,14.00,4.0000,
T0003811,2,EDI-001,1,20.00,20.00,6.0000,
T0003812,1,ACC-004,1,2.00,2.00,0.4000,
T0003812,2,EDI-004,1,25.00,25.00,7.5000,
T0003812,3,EDI-001,1,20.00,20.00,6.0000,
T0003813,1,ACC-004,2,2.00,2.00,0.4000,
T0003813,2,EDI-004,1,25.00,25.00,7.5000,
T0003813,3,FLO-001,2,35.00,35.00,14.0000,
T0003813,4,EDI-006,1,8.00,8.00,3.0000,
T0003814,1,VAP-003,1,32.00,32.00,12.0000,
T0003814,2,VAP-005,1,28.00,28.00,9.0000,
T0003815,1,EDI-002,1,22.00,22.00,7.0000,
T0003815,2,FLO-002,1,40.00,40.00,16.0000,
T0003816,1,VAP-002,3,40.00,40.00,14.0000,
T0003817,1,TIN-001,1,50.00,50.00,18.0000,
T0003817,3,FLO-001,1,35.00,35.00,14.0000,
T0003818,1,PRE-001,2,10.00,10.00,3.2000,
T0003819,1,VAP-003,2,32.00,32.00,12.0000,
T0003819,2,FLO-001,1,35.00,35.00,14.0000,
T0003819,3,FLO-003,1,70.00,70.00,28.0000,
T0003820,1,TIN-002,1,45.00,45.00,16.0000,
T0003820,2,FLO-002,3,40.00,40.00,16.0000,
T0003820,3,CON-004,1,55.00,55.00,22.0000,
T0003821,1,PRE-001,2,10.00,10.00,3.2000,
T0003821,2,ACC-004,2,2.00,2.00,0.4000,
T0003821,3,EDI-005,2,14.00,14.00,4.0000,
T0003821,4,EDI-001,1,20.00,20.00,6.0000,
T0003822,1,FLO-004,1,38.00,38.00,15.0000,
T0003823,1,FLO-008,3,32.00,32.00,13.5000,
T0003823,2,PRE-003,2,18.00,18.00,6.0000,
T0003824,1,PRE-005,1,6.00,6.00,1.8000,
T0003825,1,PRE-001,2,10.00,10.00,3.2000,
T0003825,2,FLO-008,1,32.00,32.00,13.5000,
T0003826,1,EDI-006,1,8.00,8.00,3.0000,
T0003826,2,VAP-001,1,55.00,55.00,22.0000,
T0003826,3,PRE-005,1,6.00,6.00,1.8000,
T0003827,1,VAP-001,1,55.00,49.50,22.0000,
T0003827,2,PRE-001,1,10.00,10.00,3.2000,
T0003828,1,FLO-009,1,210.00,210.00,95.0000,
T0003828,2,FLO-005,3,38.00,38.00,15.5000,
T0003829,1,FLO-005,1,38.00,30.40,15.5000,
T0003830,1,PRE-002,1,10.00,10.00,3.4000,
T0003830,2,CON-001,1,75.00,75.00,32.0000,
T0003831,1,FLO-004,1,38.00,38.00,15.0000,
T0003832,1,EDI-001,1,20.00,18.00,6.0000,
T0003832,2,FLO-005,1,38.00,38.00,15.5000,
T0003833,1,CON-003,1,30.00,30.00,12.0000,
T0003834,1,ACC-004,1,2.00,2.00,0.4000,
T0003834,2,ACC-002,1,3.00,3.00,0.6000,
T0003835,1,PRE-004,1,35.00,31.50,12.0000,
T0003835,2,VAP-003,1,32.00,32.00,12.0000,
T0003835,3,FLO-002,1,40.00,40.00,16.0000,
T0003836,1,PRE-002,2,10.00,10.00,3.4000,
T0003836,2,EDI-001,1,20.00,20.00,6.0000,
T0003837,1,EDI-004,1,25.00,25.00,7.5000,
T0003837,2,FLO-007,1,32.00,32.00,13.0000,
T0003838,1,EDI-001,1,20.00,18.00,6.0000,
T0003839,1,ACC-002,1,3.00,3.00,0.6000,
T0003840,1,VAP-005,3,28.00,28.00,9.0000,
T0003841,1,PRE-004,1,35.00,35.00,12.0000,
T0003841,2,PRE-002,1,10.00,9.00,3.4000,
T0003841,3,EDI-001,2,20.00,20.00,6.0000,
T0003841,4,FLO-001,2,35.00,35.00,14.0000,
T0003842,1,PRE-001,1,10.00,10.00,3.2000,
T0003842,2,FLO-004,1,38.00,38.00,15.0000,
T0003843,1,PRE-003,1,18.00,18.00,6.0000,
T0003843,2,EDI-007,1,18.00,18.00,6.0000,
T0003844,1,VAP-003,1,32.00,32.00,12.0000,
T0003844,2,FLO-004,1,38.00,38.00,15.0000,
T0003844,3,VAP-002,1,40.00,40.00,14.0000,
T0003845,1,FLO-007,1,32.00,32.00,13.0000,
T0003846,1,EDI-006,1,8.00,8.00,3.0000,
T0003846,2,PRE-004,3,35.00,35.00,12.0000,
T0003847,1,EDI-004,1,25.00,25.00,7.5000,
T0003847,2,CON-002,1,45.00,45.00,18.0000,
T0003847,3,EDI-001,1,20.00,20.00,6.0000,
T0003848,1,FLO-002,1,40.00,40.00,16.0000,
T0003849,1,CON-003,1,30.00,30.00,12.0000,
T0003850,1,EDI-004,1,25.00,25.00,7.5000,
T0003850,2,ACC-004,1,2.00,2.00,0.4000,
T0003851,1,PRE-005,1,6.00,4.80,1.8000,
T0003852,1,ACC-002,1,3.00,3.00,0.6000,
T0003853,1,FLO-001,1,35.00,35.00,14.0000,
T0003854,1,FLO-002,1,40.00,32.00,16.0000,
T0003854,2,FLO-003,1,70.00,70.00,28.0000,
T0003855,1,VAP-005,1,28.00,28.00,9.0000,
T0003855,2,ACC-004,1,2.00,2.00,0.4000,
T0003855,3,VAP-003,2,32.00,32.00,12.0000,
T0003855,4,VAP-002,1,40.00,40.00,14.0000,
T0003856,1,CON-002,2,45.00,45.00,18.0000,
T0003857,1,VAP-006,1,15.00,15.00,4.0000,
T0003857,2,PRE-005,1,6.00,6.00,1.8000,
T0003857,3,FLO-004,1,38.00,38.00,15.0000,
T0003857,4,CON-002,1,45.00,45.00,18.0000,
T0003858,1,FLO-004,1,38.00,38.00,15.0000,
T0003859,1,EDI-004,1,25.00,22.50,7.5000,
T0003860,1,ACC-004,1,2.00,2.00,0.4000,
T0003860,2,EDI-003,1,20.00,20.00,6.5000,
T0003860,3,PRE-001,1,10.00,10.00,3.2000,
T0003861,1,ACC-004,1,2.00,2.00,0.4000,
T0003861,2,PRE-005,1,6.00,6.00,1.8000,
T0003861,3,FLO-004,1,38.00,38.00,15.0000,
T0003861,4,EDI-007,1,18.00,18.00,6.0000,
T0003862,1,VAP-004,1,60.00,60.00,24.0000,
T0003862,2,FLO-002,1,40.00,40.00,16.0000,
T0003863,1,PRE-002,1,10.00,10.00,3.4000,
T0003864,1,EDI-001,2,20.00,20.00,6.0000,
T0003864,2,ACC-004,2,2.00,2.00,0.4000,
T0003865,1,VAP-005,1,28.00,28.00,9.0000,
T0003866,1,FLO-003,1,70.00,70.00,28.0000,
T0003867,1,ACC-004,1,2.00,1.60,0.4000,
T0003868,1,FLO-005,2,38.00,38.00,15.5000,
T0003869,1,ACC-002,2,3.00,2.40,0.6000,
T0003869,2,FLO-004,1,38.00,38.00,15.0000,
T0003869,3,PRE-001,1,10.00,10.00,3.2000,
T0003870,1,FLO-002,1,40.00,40.00,16.0000,
T0003870,2,EDI-005,1,14.00,14.00,4.0000,
T0003870,3,VAP-005,2,28.00,28.00,9.0000,
T0003871,1,VAP-003,1,32.00,32.00,12.0000,
T0003872,1,VAP-001,1,55.00,55.00,22.0000,
T0003873,1,CON-003,3,30.00,30.00,12.0000,
T0003874,1,FLO-001,2,35.00,35.00,14.0000,
T0003875,1,EDI-003,1,20.00,18.00,6.5000,
T0003876,1,EDI-001,1,20.00,20.00,6.0000,
T0003877,1,PRE-001,1,10.00,10.00,3.2000,
T0003877,2,VAP-003,2,32.00,32.00,12.0000,
T0003877,3,FLO-004,1,38.00,38.00,15.0000,
T0003877,5,PRE-005,1,6.00,6.00,1.8000,
T0003878,1,PRE-005,1,6.00,6.00,1.8000,
T0003878,2,CON-003,1,30.00,30.00,12.0000,
T0003879,1,PRE-005,1,6.00,6.00,1.8000,
T0003879,2,EDI-003,2,20.00,20.00,6.5000,
T0003879,3,EDI-001,1,20.00,20.00,6.0000,
T0003880,1,TIN-001,1,50.00,45.00,18.0000,
T0003881,1,VAP-002,1,40.00,36.00,14.0000,
T0003882,1,CON-003,1,30.00,30.00,12.0000,
T0003883,1,CON-003,2,30.00,27.00,12.0000,
T0003883,2,VAP-002,1,40.00,36.00,14.0000,
T0003884,1,EDI-001,1,20.00,20.00,6.0000,
T0003884,2,EDI-005,1,14.00,14.00,4.0000,
T0003884,3,PRE-001,1,10.00,10.00,3.2000,
T0003884,4,EDI-003,1,20.00,20.00,6.5000,
T0003885,1,EDI-004,1,25.00,25.00,7.5000,
T0003886,1,VAP-005,1,28.00,28.00,9.0000,
T0003887,1,ACC-004,2,2.00,2.00,0.4000,
T0003888,1,FLO-002,1,40.00,40.00,16.0000,
T0003889,1,PRE-001,1,10.00,10.00,3.2000,
T0003890,1,PRE-001,1,10.00,10.00,3.2000,
T0003890,2,EDI-001,1,20.00,20.00,6.0000,
T0003891,1,EDI-004,3,25.00,25.00,7.5000,
T0003891,2,EDI-001,2,20.00,20.00,6.0000,
T0003892,1,VAP-006,1,15.00,15.00,4.0000,
T0003892,2,PRE-001,1,10.00,10.00,3.2000,
T0003892,3,TOP-001,2,35.00,35.00,12.0000,
T0003892,4,FLO-004,1,38.00,30.40,15.0000,
T0003893,1,PRE-002,1,10.00,10.00,3.4000,
T0003893,2,FLO-008,2,32.00,32.00,13.5000,
T0003893,3,FLO-002,1,40.00,40.00,16.0000,
T0003893,4,VAP-004,1,60.00,60.00,24.0000,
T0003894,1,FLO-003,1,70.00,70.00,28.0000,
T0003895,1,PRE-001,1,10.00,8.00,3.2000,
T0003896,1,VAP-005,1,28.00,28.00,9.0000,
T0003897,1,ACC-001,1,20.00,16.00,5.0000,
T0003898,1,EDI-005,1,14.00,12.60,4.0000,
T0003899,1,FLO-002,1,40.00,40.00,16.0000,
T0003900,1,VAP-002,1,40.00,40.00,14.0000,
T0003901,1,FLO-004,1,38.00,38.00,15.0000,
T0003901,2,FLO-007,1,32.00,32.00,13.0000,
T0003902,1,VAP-002,1,40.00,40.00,14.0000,
T0003903,1,PRE-001,1,10.00,10.00,3.2000,
T0003903,2,VAP-001,1,55.00,55.00,22.0000,
T0003904,1,PRE-003,1,18.00,18.00,6.0000,
T0003904,2,VAP-001,1,55.00,55.00,22.0000,
T0003905,1,PRE-001,1,10.00,10.00,3.2000,
T0003905,2,VAP-002,1,40.00,40.00,14.0000,
T0003906,1,FLO-008,1,32.00,32.00,13.5000,
T0003906,2,PRE-005,2,6.00,6.00,1.8000,
T0003906,3,FLO-005,1,38.00,38.00,15.5000,
T0003907,1,EDI-001,2,20.00,20.00,6.0000,
T0003907,2,FLO-004,1,38.00,38.00,15.0000,
T0003907,3,ACC-001,2,20.00,20.00,5.0000,
T0003907,4,EDI-004,1,25.00,22.50,7.5000,
T0003908,1,FLO-004,1,38.00,38.00,15.0000,
T0003909,1,FLO-008,1,32.00,32.00,13.5000,
T0003910,1,CON-002,1,45.00,40.50,18.0000,
T0003910,2,VAP-002,1,40.00,40.00,14.0000,
T0003911,1,EDI-004,1,25.00,25.00,7.5000,
T0003911,2,ACC-004,1,2.00,2.00,0.4000,
T0003911,3,FLO-008,1,32.00,32.00,13.5000,
T0003912,1,VAP-001,1,55.00,55.00,22.0000,
T0003913,1,VAP-005,1,28.00,28.00,9.0000,
T0003914,1,ACC-003,3,22.00,22.00,6.0000,
T0003914,2,FLO-002,1,40.00,40.00,16.0000,
T0003914,3,PRE-004,1,35.00,35.00,12.0000,
T0003915,1,FLO-002,1,40.00,40.00,16.0000,
T0003916,1,PRE-001,2,10.00,10.00,3.2000,
T0003917,1,ACC-001,2,20.00,20.00,5.0000,
T0003917,2,ACC-004,1,2.00,2.00,0.4000,
T0003918,1,ACC-004,1,2.00,2.00,0.4000,
